book_id,title,author,author_death_year,author_death_year_disputed,publication_year,source,source_url,language,notes
the-blithedale-romance__nathaniel-hawthorne__1852,The Blithedale Romance,"Hawthorne, Nathaniel",,false,1852,openlibrary,https://openlibrary.org/works/OL455512W,en,pd_basis=pub_year<=1930
carmilla__sheridan-le-fanu__1871,Carmilla,"Fanu, Sheridan Le",,false,1871,openlibrary,https://openlibrary.org/works/OL2895536W,en,pd_basis=pub_year<=1930
the-prophet__kahlil-gibran__1900,The Prophet,"Gibran, Kahlil",,false,1900,openlibrary,https://openlibrary.org/works/OL318900W,en,pd_basis=pub_year<=1930
women-in-love__d-h-lawrence__1877,Women in Love,"Lawrence, D. H.",,false,1877,openlibrary,https://openlibrary.org/works/OL81294W,en,pd_basis=pub_year<=1930
the-turn-of-the-screw__henry-james__1898,The Turn of the Screw,"James, Henry",,false,1898,openlibrary,https://openlibrary.org/works/OL276386W,en,pd_basis=pub_year<=1930
the-complete-life-and-adventures-of-santa-claus__l-frank-baum__1902,The Complete Life and Adventures of Santa Claus,"Baum, L. Frank",,false,1902,openlibrary,https://openlibrary.org/works/OL262358W,en,pd_basis=pub_year<=1930
the-tenant-of-wildfell-hall__anne-bronte__1847,The Tenant of Wildfell Hall,"Brontë, Anne",,false,1847,openlibrary,https://openlibrary.org/works/OL260101W,en,pd_basis=pub_year<=1930
lorna-doone__r-d-blackmore__1656,Lorna Doone,"Blackmore, R. D.",,false,1656,openlibrary,https://openlibrary.org/works/OL3686133W,en,pd_basis=pub_year<=1930
la-chartreuse-de-parme__stendhal__1800,La chartreuse de Parme,Stendhal,,false,1800,openlibrary,https://openlibrary.org/works/OL733285W,en,pd_basis=pub_year<=1930
heart-of-darkness__joseph-conrad__1899,Heart of Darkness,"Conrad, Joseph",,false,1899,openlibrary,https://openlibrary.org/works/OL38663W,en,pd_basis=pub_year<=1930
pollyanna__eleanor-hodgman-porter__1912,Pollyanna,"Porter, Eleanor Hodgman",,false,1912,openlibrary,https://openlibrary.org/works/OL2775807W,en,pd_basis=pub_year<=1930
also-sprach-zarathustra__friedrich-nietzsche__1883,Also sprach Zarathustra,"Nietzsche, Friedrich",,false,1883,openlibrary,https://openlibrary.org/works/OL98130W,en,pd_basis=pub_year<=1930
heretics__gilbert-keith-chesterton__1905,Heretics,"Chesterton, Gilbert Keith",,false,1905,openlibrary,https://openlibrary.org/works/OL76482W,en,pd_basis=pub_year<=1930
orthodoxy__gilbert-keith-chesterton__1874,Orthodoxy,"Chesterton, Gilbert Keith",,false,1874,openlibrary,https://openlibrary.org/works/OL76350W,en,pd_basis=pub_year<=1930
the-affair-at-the-semiramis-hotel__a-e-w-mason__1917,The Affair at the Semiramis Hotel,"Mason, A. E. W.",,false,1917,openlibrary,https://openlibrary.org/works/OL532398W,en,pd_basis=pub_year<=1930
saint-francis-of-assisi__gilbert-keith-chesterton__1923,Saint Francis of Assisi,"Chesterton, Gilbert Keith",,false,1923,openlibrary,https://openlibrary.org/works/OL76399W,en,pd_basis=pub_year<=1930
the-return-of-sherlock-holmes__arthur-conan-doyle__1903,The Return of Sherlock Holmes,"Doyle, Arthur Conan",,false,1903,openlibrary,https://openlibrary.org/works/OL262477W,en,pd_basis=pub_year<=1930
alices-adventures-in-wonderland-through-the-looking-glass__lewis-carroll__1889,Alice's Adventures in Wonderland / Through the Looking Glass,"Carroll, Lewis",,false,1889,openlibrary,https://openlibrary.org/works/OL151411W,en,pd_basis=pub_year<=1930
adam-bede__george-eliot__1800,Adam Bede,"Eliot, George",,false,1800,openlibrary,https://openlibrary.org/works/OL20935W,en,pd_basis=pub_year<=1930
the-pickwick-papers__charles-dickens__1800,The Pickwick Papers,"Dickens, Charles",,false,1800,openlibrary,https://openlibrary.org/works/OL8763776W,en,pd_basis=pub_year<=1930
shirley__charlotte-bronte__1800,Shirley,"Brontë, Charlotte",,false,1800,openlibrary,https://openlibrary.org/works/OL1095397W,en,pd_basis=pub_year<=1930
the-jungle-book__rudyard-kipling__1893,The Jungle Book,"Kipling, Rudyard",,false,1893,openlibrary,https://openlibrary.org/works/OL19870W,en,pd_basis=pub_year<=1930
the-road-to-oz__l-frank-baum__1909,The Road to Oz,"Baum, L. Frank",,false,1909,openlibrary,https://openlibrary.org/works/OL262390W,en,pd_basis=pub_year<=1930
the-murders-in-the-rue-morgue__edgar-allan-poe__1841,The Murders in the Rue Morgue,"Poe, Edgar Allan",,false,1841,openlibrary,https://openlibrary.org/works/OL41072W,en,pd_basis=pub_year<=1930
the-riddle-of-the-sands__erskine-childers__1903,The Riddle of the Sands,"Childers, Erskine",,false,1903,openlibrary,https://openlibrary.org/works/OL23797W,en,pd_basis=pub_year<=1930
memoirs-of-sherlock-holmes-11-stories__arthur-conan-doyle__1893,Memoirs of Sherlock Holmes [11 stories],"Doyle, Arthur Conan",,false,1893,openlibrary,https://openlibrary.org/works/OL262463W,en,pd_basis=pub_year<=1930
the-sea-fairies__l-frank-baum__1911,The Sea Fairies,"Baum, L. Frank",,false,1911,openlibrary,https://openlibrary.org/works/OL262384W,en,pd_basis=pub_year<=1930
patrologiae-cursus-completus__jp-migne__1800,Patrologiae cursus completus,"Migne, J.-P",,false,1800,openlibrary,https://openlibrary.org/works/OL177456W,en,pd_basis=pub_year<=1930
loves-labours-lost__william-shakespeare__1891,Love's Labour's Lost,"Shakespeare, William",,false,1891,openlibrary,https://openlibrary.org/works/OL24399008W,en,pd_basis=pub_year<=1930
les-miserables__victor-hugo__1862,Les Misérables,"Hugo, Victor",,false,1862,openlibrary,https://openlibrary.org/works/OL1063588W,en,pd_basis=pub_year<=1930
henry-vi-part-3__william-shakespeare__1600,"Henry VI, Part 3","Shakespeare, William",,false,1600,openlibrary,https://openlibrary.org/works/OL258713W,en,pd_basis=pub_year<=1930
the-club-of-queer-trades__gilbert-keith-chesterton__1900,The Club of Queer Trades,"Chesterton, Gilbert Keith",,false,1900,openlibrary,https://openlibrary.org/works/OL76325W,en,pd_basis=pub_year<=1930
greenmantle__john-buchan__1915,Greenmantle,"Buchan, John",,false,1915,openlibrary,https://openlibrary.org/works/OL76501W,en,pd_basis=pub_year<=1930
to-the-lighthouse__virginia-woolf__1927,To the Lighthouse,"Woolf, Virginia",,false,1927,openlibrary,https://openlibrary.org/works/OL39396W,en,pd_basis=pub_year<=1930
moonfleet__john-meade-falkner__1898,Moonfleet,"Falkner, John Meade",,false,1898,openlibrary,https://openlibrary.org/works/OL1352097W,en,pd_basis=pub_year<=1930
villette-a-novel__charlotte-bronte__1853,"Villette, a novel","Brontë, Charlotte",,false,1853,openlibrary,https://openlibrary.org/works/OL1095403W,en,pd_basis=pub_year<=1930
little-men__louisa-may-alcott__1885,Little men,"Alcott, Louisa May",,false,1885,openlibrary,https://openlibrary.org/works/OL17761452W,en,pd_basis=pub_year<=1930
lady-chatterleys-lover__d-h-lawrence__1900,Lady Chatterley's Lover,"Lawrence, D. H.",,false,1900,openlibrary,https://openlibrary.org/works/OL81180W,en,pd_basis=pub_year<=1930
baums-american-fairy-tales__l-frank-baum__1901,Baum's American Fairy Tales,"Baum, L. Frank",,false,1901,openlibrary,https://openlibrary.org/works/OL262341W,en,pd_basis=pub_year<=1930
sky-island__l-frank-baum__1912,Sky Island,"Baum, L. Frank",,false,1912,openlibrary,https://openlibrary.org/works/OL262385W,en,pd_basis=pub_year<=1930
the-crimson-fairy-book__andrew-lang__1903,The Crimson Fairy Book,"Lang, Andrew",,false,1903,openlibrary,https://openlibrary.org/works/OL1088783W,en,pd_basis=pub_year<=1930
she__h-rider-haggard__1886,She,"Haggard, H. Rider",,false,1886,openlibrary,https://openlibrary.org/works/OL17453W,en,pd_basis=pub_year<=1930
my-bondage-and-my-freedom__frederick-douglass__1815,My bondage and my freedom,"Douglass, Frederick",,false,1815,openlibrary,https://openlibrary.org/works/OL69179W,en,pd_basis=pub_year<=1930
the-happy-prince-and-other-tales__oscar-wilde__1888,The Happy Prince and other tales,"Wilde, Oscar",,false,1888,openlibrary,https://openlibrary.org/works/OL8269770W,en,pd_basis=pub_year<=1930
allan-quatermain__h-rider-haggard__1887,Allan Quatermain,"Haggard, H. Rider",,false,1887,openlibrary,https://openlibrary.org/works/OL17465W,en,pd_basis=pub_year<=1930
the-orange-fairy-book__andrew-lang__1906,The Orange Fairy Book,"Lang, Andrew",,false,1906,openlibrary,https://openlibrary.org/works/OL1088838W,en,pd_basis=pub_year<=1930
the-deerslayer__james-fenimore-cooper__1841,The deerslayer,"Cooper, James Fenimore",,false,1841,openlibrary,https://openlibrary.org/works/OL77950W,en,pd_basis=pub_year<=1930
the-scarecrow-of-oz__l-frank-baum__1915,The Scarecrow of Oz,"Baum, L. Frank",,false,1915,openlibrary,https://openlibrary.org/works/OL262352W,en,pd_basis=pub_year<=1930
howards-end__e-m-forster__1910,Howards End,"Forster, E. M.",,false,1910,openlibrary,https://openlibrary.org/works/OL88881W,en,pd_basis=pub_year<=1930
at-the-back-of-the-north-wind__george-macdonald__1871,At the Back of the North Wind,"MacDonald, George",,false,1871,openlibrary,https://openlibrary.org/works/OL15451W,en,pd_basis=pub_year<=1930
the-patchwork-girl-of-oz__l-frank-baum__1913,The Patchwork Girl of Oz,"Baum, L. Frank",,false,1913,openlibrary,https://openlibrary.org/works/OL18405W,en,pd_basis=pub_year<=1930
the-magic-of-oz__l-frank-baum__1919,The Magic of Oz,"Baum, L. Frank",,false,1919,openlibrary,https://openlibrary.org/works/OL262380W,en,pd_basis=pub_year<=1930
the-beautiful-and-damned__f-scott-fitzgerald__1920,The Beautiful and Damned,"Fitzgerald, F. Scott",,false,1920,openlibrary,https://openlibrary.org/works/OL468362W,en,pd_basis=pub_year<=1930
winters-tale__william-shakespeare__1735,Winter's Tale,"Shakespeare, William",,false,1735,openlibrary,https://openlibrary.org/works/OL362687W,en,pd_basis=pub_year<=1930
tiktok-of-oz__l-frank-baum__1914,Tik-Tok of Oz,"Baum, L. Frank",,false,1914,openlibrary,https://openlibrary.org/works/OL18414W,en,pd_basis=pub_year<=1930
pericles__william-shakespeare__1609,Pericles,"Shakespeare, William",,false,1609,openlibrary,https://openlibrary.org/works/OL361665W,en,pd_basis=pub_year<=1930
rinkitink-in-oz__l-frank-baum__1916,Rinkitink in Oz,"Baum, L. Frank",,false,1916,openlibrary,https://openlibrary.org/works/OL262376W,en,pd_basis=pub_year<=1930
the-princess-and-curdie__george-macdonald__1832,The Princess and Curdie,"MacDonald, George",,false,1832,openlibrary,https://openlibrary.org/works/OL15448W,en,pd_basis=pub_year<=1930
lilith__george-macdonald__1895,Lilith,"MacDonald, George",,false,1895,openlibrary,https://openlibrary.org/works/OL15437W,en,pd_basis=pub_year<=1930
the-red-fairy-book__andrew-lang__1890,The Red Fairy Book,"Lang, Andrew",,false,1890,openlibrary,https://openlibrary.org/works/OL1088858W,en,pd_basis=pub_year<=1930
henry-iv-part-2__william-shakespeare__1600,"Henry IV, Part 2","Shakespeare, William",,false,1600,openlibrary,https://openlibrary.org/works/OL362697W,en,pd_basis=pub_year<=1930
ivanhoe__sir-walter-scott__1800,Ivanhoe,"Scott, Sir Walter",,false,1800,openlibrary,https://openlibrary.org/works/OL863808W,en,pd_basis=pub_year<=1930
the-king-in-yellow__robert-w-chambers__1895,The King in Yellow,"Chambers, Robert W.",,false,1895,openlibrary,https://openlibrary.org/works/OL8127201W,en,pd_basis=pub_year<=1930
the-enchanted-castle__edith-nesbit__1907,The Enchanted Castle,"Nesbit, Edith",,false,1907,openlibrary,https://openlibrary.org/works/OL99541W,en,pd_basis=pub_year<=1930
eugenics-and-other-evils__gilbert-keith-chesterton__1922,Eugenics and Other Evils,"Chesterton, Gilbert Keith",,false,1922,openlibrary,https://openlibrary.org/works/OL76446W,en,pd_basis=pub_year<=1930
the-book-of-tea__okakura-kakuzo__1900,The Book of Tea,"Kakuzō, Okakura",,false,1900,openlibrary,https://openlibrary.org/works/OL7095112W,en,pd_basis=pub_year<=1930
mrs-dalloway__virginia-woolf__1925,Mrs. Dalloway,"Woolf, Virginia",,false,1925,openlibrary,https://openlibrary.org/works/OL39349W,en,pd_basis=pub_year<=1930
cranford__elizabeth-cleghorn-gaskell__1853,Cranford,"Gaskell, Elizabeth Cleghorn",,false,1853,openlibrary,https://openlibrary.org/works/OL1103093W,en,pd_basis=pub_year<=1930
the-coral-island__robert-michael-ballantyne__1858,The Coral Island,"Ballantyne, Robert Michael",,false,1858,openlibrary,https://openlibrary.org/works/OL2319934W,en,pd_basis=pub_year<=1930
phantastes__george-macdonald__1850,Phantastes,"MacDonald, George",,false,1850,openlibrary,https://openlibrary.org/works/OL15450W,en,pd_basis=pub_year<=1930
a-history-of-new-york__washington-irving__1800,A history of New York,"Irving, Washington",,false,1800,openlibrary,https://openlibrary.org/works/OL63871W,en,pd_basis=pub_year<=1930
the-house-of-seven-gables-readalong__nathaniel-hawthorne__1851,The House of Seven Gables Readalong,"Hawthorne, Nathaniel",,false,1851,openlibrary,https://openlibrary.org/works/OL455288W,en,pd_basis=pub_year<=1930
barchester-towers__anthony-trollope__1815,Barchester Towers,"Trollope, Anthony",,false,1815,openlibrary,https://openlibrary.org/works/OL109724W,en,pd_basis=pub_year<=1930
as-you-like-it__william-shakespeare__1734,As You Like It,"Shakespeare, William",,false,1734,openlibrary,https://openlibrary.org/works/OL362698W,en,pd_basis=pub_year<=1930
the-wisdom-of-father-brown__gilbert-keith-chesterton__1913,The Wisdom of Father Brown,"Chesterton, Gilbert Keith",,false,1913,openlibrary,https://openlibrary.org/works/OL76483W,en,pd_basis=pub_year<=1930
voyage-out__virginia-woolf__1915,Voyage Out,"Woolf, Virginia",,false,1915,openlibrary,https://openlibrary.org/works/OL27064817W,en,pd_basis=pub_year<=1930
on-liberty__john-stuart-mill__1859,On Liberty,"Mill, John Stuart",,false,1859,openlibrary,https://openlibrary.org/works/OL1068091W,en,pd_basis=pub_year<=1930
sister-carrie__theodore-dreiser__1900,Sister Carrie,"Dreiser, Theodore",,false,1900,openlibrary,https://openlibrary.org/works/OL100203W,en,pd_basis=pub_year<=1930
ayesha__h-rider-haggard__1900,Ayesha,"Haggard, H. Rider",,false,1900,openlibrary,https://openlibrary.org/works/OL17440W,en,pd_basis=pub_year<=1930
the-white-company__arthur-conan-doyle__1890,The White Company,"Doyle, Arthur Conan",,false,1890,openlibrary,https://openlibrary.org/works/OL262553W,en,pd_basis=pub_year<=1930
the-tin-woodman-of-oz__l-frank-baum__1918,The Tin Woodman of Oz,"Baum, L. Frank",,false,1918,openlibrary,https://openlibrary.org/works/OL262381W,en,pd_basis=pub_year<=1930
the-man-who-would-be-king__rudyard-kipling__1898,The  man who would be king,"Kipling, Rudyard",,false,1898,openlibrary,https://openlibrary.org/works/OL20112W,en,pd_basis=pub_year<=1930
the-violet-fairy-book-large-print__andrew-lang__1901,The Violet Fairy Book (Large Print),"Lang, Andrew",,false,1901,openlibrary,https://openlibrary.org/works/OL1088883W,en,pd_basis=pub_year<=1930
the-alhambra__washington-irving__1800,The Alhambra,"Irving, Washington",,false,1800,openlibrary,https://openlibrary.org/works/OL63996W,en,pd_basis=pub_year<=1930
manifest-der-kommunistischen-partei__karl-marx__1848,Manifest der Kommunistischen Partei,"Marx, Karl",,false,1848,openlibrary,https://openlibrary.org/works/OL629052W,en,pd_basis=pub_year<=1930
the-yellow-fairy-book__andrew-lang__1894,The Yellow Fairy Book,"Lang, Andrew",,false,1894,openlibrary,https://openlibrary.org/works/OL1088888W,en,pd_basis=pub_year<=1930
a-princess-of-mars__edgar-rice-burroughs__1912,A Princess of Mars,"Burroughs, Edgar Rice",,false,1912,openlibrary,https://openlibrary.org/works/OL1418187W,en,pd_basis=pub_year<=1930
the-importance-of-being-earnest__oscar-wilde__1893,The Importance of Being Earnest,"Wilde, Oscar",,false,1893,openlibrary,https://openlibrary.org/works/OL27776452W,en,pd_basis=pub_year<=1930
glinda-of-oz__l-frank-baum__1920,Glinda of Oz,"Baum, L. Frank",,false,1920,openlibrary,https://openlibrary.org/works/OL262391W,en,pd_basis=pub_year<=1930
the-napoleon-of-notting-hill__gilbert-keith-chesterton__1904,The Napoleon of Notting Hill,"Chesterton, Gilbert Keith",,false,1904,openlibrary,https://openlibrary.org/works/OL76473W,en,pd_basis=pub_year<=1930
quo-vadis-powiesc-z-czasow-nerona__henryk-sienkiewicz__1895,Quo Vadis? Powieść z czasów Nerona,"Sienkiewicz, Henryk",,false,1895,openlibrary,https://openlibrary.org/works/OL503424W,en,pd_basis=pub_year<=1930
orlando__virginia-woolf__1928,Orlando,"Woolf, Virginia",,false,1928,openlibrary,https://openlibrary.org/works/OL39360W,en,pd_basis=pub_year<=1930
babbitt__sinclair-lewis__1922,Babbitt,"Lewis, Sinclair",,false,1922,openlibrary,https://openlibrary.org/works/OL51148W,en,pd_basis=pub_year<=1930
la-dame-aux-camelias-novel__alexandre-dumas-fils__1848,La dame aux camélias [novel],"fils, Alexandre Dumas",,false,1848,openlibrary,https://openlibrary.org/works/OL259509W,en,pd_basis=pub_year<=1930
metamorphoses__lucius-apuleius__1500,Metamorphoses,"Apuleius, Lucius",,false,1500,openlibrary,https://openlibrary.org/works/OL658250W,en,pd_basis=pub_year<=1930
flower-fables__louisa-may-alcott__1854,Flower Fables,"Alcott, Louisa May",,false,1854,openlibrary,https://openlibrary.org/works/OL30056W,en,pd_basis=pub_year<=1930
the-red-badge-of-courage__stephen-crane__1871,The Red Badge of Courage,"Crane, Stephen",,false,1871,openlibrary,https://openlibrary.org/works/OL25649539W,en,pd_basis=pub_year<=1930
the-heritage-of-the-desert__zane-grey__1910,The Heritage of the Desert,"Grey, Zane",,false,1910,openlibrary,https://openlibrary.org/works/OL485453W,en,pd_basis=pub_year<=1930
inferno__dante-alighieri__1767,Inferno,"Alighieri, Dante",,false,1767,openlibrary,https://openlibrary.org/works/OL93227W,en,pd_basis=pub_year<=1930
emily-of-new-moon__lucy-maud-montgomery__1923,Emily of New Moon,"Montgomery, Lucy Maud",,false,1923,openlibrary,https://openlibrary.org/works/OL77781W,en,pd_basis=pub_year<=1930
the-magic-city__edith-nesbit__1910,The Magic City,"Nesbit, Edith",,false,1910,openlibrary,https://openlibrary.org/works/OL99535W,en,pd_basis=pub_year<=1930
peter-pan__j-m-barrie__1911,Peter Pan,"Barrie, J. M.",,false,1911,openlibrary,https://openlibrary.org/works/OL462007W,en,pd_basis=pub_year<=1930
the-chimes__charles-dickens__1800,The Chimes,"Dickens, Charles",,false,1800,openlibrary,https://openlibrary.org/works/OL14868619W,en,pd_basis=pub_year<=1930
la-pere-goriot__honore-de-balzac__1800,La père Goriot,"Balzac, Honoré de",,false,1800,openlibrary,https://openlibrary.org/works/OL85047W,en,pd_basis=pub_year<=1930
the-phoenix-and-the-carpet__edith-nesbit__1903,The Phoenix and the Carpet,"Nesbit, Edith",,false,1903,openlibrary,https://openlibrary.org/works/OL99539W,en,pd_basis=pub_year<=1930
mr-standfast__john-buchan__1918,Mr. Standfast,"Buchan, John",,false,1918,openlibrary,https://openlibrary.org/works/OL76598W,en,pd_basis=pub_year<=1930
the-history-of-tom-jones__henry-fielding__1749,The History of Tom Jones,"Fielding, Henry",,false,1749,openlibrary,https://openlibrary.org/works/OL45623W,en,pd_basis=pub_year<=1930
idle-thoughts-of-an-idle-fellow__jerome-klapka-jerome__1880,Idle Thoughts of an Idle Fellow,"Jérôme, Jerome Klapka",,false,1880,openlibrary,https://openlibrary.org/works/OL1793135W,en,pd_basis=pub_year<=1930
the-portrait-of-a-lady__henry-james__1881,The Portrait of a Lady,"James, Henry",,false,1881,openlibrary,https://openlibrary.org/works/OL276365W,en,pd_basis=pub_year<=1930
the-great-god-pan__arthur-machen__1894,The Great God Pan,"Machen, Arthur",,false,1894,openlibrary,https://openlibrary.org/works/OL3388961W,en,pd_basis=pub_year<=1930
le-avventure-di-pinocchio__carlo-collodi__1883,Le avventure di Pinocchio,"Collodi, Carlo",,false,1883,openlibrary,https://openlibrary.org/works/OL1527356W,en,pd_basis=pub_year<=1930
the-last-man__mary-shelley__1826,The Last Man,"Shelley, Mary",,false,1826,openlibrary,https://openlibrary.org/works/OL450124W,en,pd_basis=pub_year<=1930
up-from-slavery__booker-t-washington__1900,Up from Slavery,"Washington, Booker T.",,false,1900,openlibrary,https://openlibrary.org/works/OL357501W,en,pd_basis=pub_year<=1930
the-pathfinder__james-fenimore-cooper__1800,The Pathfinder,"Cooper, James Fenimore",,false,1800,openlibrary,https://openlibrary.org/works/OL78009W,en,pd_basis=pub_year<=1930
le-tour-du-monde-en-quatrevingts-jours__jules-verne__1872,Le Tour du Monde en Quatre-Vingts Jours,"Verne, Jules",,false,1872,openlibrary,https://openlibrary.org/works/OL1100007W,en,pd_basis=pub_year<=1930
the-norsemen-in-the-west-or-america-before-columbus__robert-michael-ballantyne__1872,"The Norsemen in the West, or, America before Columbus","Ballantyne, Robert Michael",,false,1872,openlibrary,https://openlibrary.org/works/OL2320039W,en,pd_basis=pub_year<=1930
jude-the-obscure__thomas-hardy__1895,Jude the Obscure,"Hardy, Thomas",,false,1895,openlibrary,https://openlibrary.org/works/OL44986W,en,pd_basis=pub_year<=1930
under-the-greenwood-tree-or-the-mellstock-quire__thomas-hardy__1872,"Under the Greenwood Tree or, The Mellstock quire","Hardy, Thomas",,false,1872,openlibrary,https://openlibrary.org/works/OL44973W,en,pd_basis=pub_year<=1930
de-la-democratie-en-amerique__alexis-de-tocqueville__1835,De la démocratie en Amérique,"Tocqueville, Alexis de",,false,1835,openlibrary,https://openlibrary.org/works/OL278001W,en,pd_basis=pub_year<=1930
the-golden-age__kenneth-grahame__1879,The Golden Age,"Grahame, Kenneth",,false,1879,openlibrary,https://openlibrary.org/works/OL69603W,en,pd_basis=pub_year<=1930
the-man-of-the-forest__zane-grey__1920,The Man of the Forest,"Grey, Zane",,false,1920,openlibrary,https://openlibrary.org/works/OL485477W,en,pd_basis=pub_year<=1930
the-warlord-of-mars-3__edgar-rice-burroughs__1914,The warlord of Mars #3,"Burroughs, Edgar Rice",,false,1914,openlibrary,https://openlibrary.org/works/OL1418137W,en,pd_basis=pub_year<=1930
bleak-house__charles-dickens__1850,Bleak House,"Dickens, Charles",,false,1850,openlibrary,https://openlibrary.org/works/OL14868510W,en,pd_basis=pub_year<=1930
tanglewood-tales__nathaniel-hawthorne__1853,Tanglewood Tales,"Hawthorne, Nathaniel",,false,1853,openlibrary,https://openlibrary.org/works/OL455476W,en,pd_basis=pub_year<=1930
basil__wilkie-collins__1852,Basil,"Collins, Wilkie",,false,1852,openlibrary,https://openlibrary.org/works/OL176086W,en,pd_basis=pub_year<=1930
princesse-de-cleves__madame-de-la-fayette__1678,Princesse de Clèves,"Fayette, Madame de La",,false,1678,openlibrary,https://openlibrary.org/works/OL1244914W,en,pd_basis=pub_year<=1930
nicomachean-ethics__aristotle__1558,Nicomachean Ethics,Aristotle,,false,1558,openlibrary,https://openlibrary.org/works/OL8273964W,en,pd_basis=pub_year<=1930
the-mysterious-rider__zane-grey__1921,The Mysterious Rider,"Grey, Zane",,false,1921,openlibrary,https://openlibrary.org/works/OL485697W,en,pd_basis=pub_year<=1930
jenseits-von-gut-und-bose__friedrich-nietzsche__1885,Jenseits von Gut und Böse,"Nietzsche, Friedrich",,false,1885,openlibrary,https://openlibrary.org/works/OL98174W,en,pd_basis=pub_year<=1930
the-souls-of-black-folk__w-e-b-du-bois__1903,The Souls of Black Folk,"Bois, W. E. B. Du",,false,1903,openlibrary,https://openlibrary.org/works/OL28577W,en,pd_basis=pub_year<=1930
our-androcentric-culture-or-the-manmade-world__charlotte-perkins-gilman__1911,"Our Androcentric Culture, or the Man-Made World","Gilman, Charlotte Perkins",,false,1911,openlibrary,https://openlibrary.org/works/OL2772023W,en,pd_basis=pub_year<=1930
the-song-of-the-lark__willa-cather__1915,The Song of the Lark,"Cather, Willa",,false,1915,openlibrary,https://openlibrary.org/works/OL12831W,en,pd_basis=pub_year<=1930
roughing-it__mark-twain__1872,Roughing It,"Twain, Mark",,false,1872,openlibrary,https://openlibrary.org/works/OL54059W,en,pd_basis=pub_year<=1930
uncle-toms-cabin__harriet-stowe__1852,Uncle Tom's Cabin,"Stowe, Harriet",,false,1852,openlibrary,https://openlibrary.org/works/OL29204473W,en,pd_basis=pub_year<=1930
of-human-bondage__william-somerset-maugham__1915,Of Human Bondage,"Maugham, William Somerset",,false,1915,openlibrary,https://openlibrary.org/works/OL505781W,en,pd_basis=pub_year<=1930
mosses-from-an-old-manse__nathaniel-hawthorne__1846,Mosses from an Old Manse,"Hawthorne, Nathaniel",,false,1846,openlibrary,https://openlibrary.org/works/OL455350W,en,pd_basis=pub_year<=1930
burning-daylight__jack-london__1910,Burning Daylight,"London, Jack",,false,1910,openlibrary,https://openlibrary.org/works/OL144821W,en,pd_basis=pub_year<=1930
le-rouge-et-le-noir__stendhal__1830,Le rouge et le noir,Stendhal,,false,1830,openlibrary,https://openlibrary.org/works/OL733640W,en,pd_basis=pub_year<=1930
timon-of-athens__william-shakespeare__1734,Timon of Athens,"Shakespeare, William",,false,1734,openlibrary,https://openlibrary.org/works/OL362223W,en,pd_basis=pub_year<=1930
much-ado-about-nothing__william-shakespeare__1600,Much Ado About Nothing,"Shakespeare, William",,false,1600,openlibrary,https://openlibrary.org/works/OL362691W,en,pd_basis=pub_year<=1930
hound-of-the-baskervilles__arthur-conan-doyle__1902,Hound of the Baskervilles,"Doyle, Arthur Conan",,false,1902,openlibrary,https://openlibrary.org/works/OL37844349W,en,pd_basis=pub_year<=1930
la-tulipe-noire__alexandre-dumas__1800,La tulipe noire,"Dumas, Alexandre",,false,1800,openlibrary,https://openlibrary.org/works/OL36854W,en,pd_basis=pub_year<=1930
the-prairie__james-fenimore-cooper__1800,The Prairie,"Cooper, James Fenimore",,false,1800,openlibrary,https://openlibrary.org/works/OL77970W,en,pd_basis=pub_year<=1930
the-moon-and-sixpence__william-somerset-maugham__1919,The moon and sixpence,"Maugham, William Somerset",,false,1919,openlibrary,https://openlibrary.org/works/OL505740W,en,pd_basis=pub_year<=1930
paradise-lost__john-milton__1667,Paradise Lost,"Milton, John",,false,1667,openlibrary,https://openlibrary.org/works/OL810991W,en,pd_basis=pub_year<=1930
pensees__blaise-pascal__1670,Pensées,"Pascal, Blaise",,false,1670,openlibrary,https://openlibrary.org/works/OL1262495W,en,pd_basis=pub_year<=1930
imitation-of-christ__thomas-a-kempis__1568,Imitation of Christ,"Kempis, Thomas à",,false,1568,openlibrary,https://openlibrary.org/works/OL260847W,en,pd_basis=pub_year<=1930
the-life-and-adventures-of-nicholas-nickleby__charles-dickens__1800,The Life and Adventures of Nicholas Nickleby,"Dickens, Charles",,false,1800,openlibrary,https://openlibrary.org/works/OL13114895W,en,pd_basis=pub_year<=1930
the-woodlanders__thomas-hardy__1800,The Woodlanders,"Hardy, Thomas",,false,1800,openlibrary,https://openlibrary.org/works/OL44990W,en,pd_basis=pub_year<=1930
the-narrative-of-arthur-gordon-pym__edgar-allan-poe__1838,The Narrative of Arthur Gordon Pym,"Poe, Edgar Allan",,false,1838,openlibrary,https://openlibrary.org/works/OL40962W,en,pd_basis=pub_year<=1930
love-insurance__earl-derr-biggers__1914,Love Insurance,"Biggers, Earl Derr",,false,1914,openlibrary,https://openlibrary.org/works/OL6438822W,en,pd_basis=pub_year<=1930
the-night-before-christmas__clement-clarke-moore__1857,The Night Before Christmas,"Moore, Clement Clarke",,false,1857,openlibrary,https://openlibrary.org/works/OL655908W,en,pd_basis=pub_year<=1930
henry-vi-part-1__william-shakespeare__1735,"Henry VI, Part 1","Shakespeare, William",,false,1735,openlibrary,https://openlibrary.org/works/OL25532590W,en,pd_basis=pub_year<=1930
